fixed acidity,"volatile acidity","citric acid","residual sugar","chlorides","free sulfur dioxide","total sulfur dioxide","density","pH","sulphates","alcohol",classe,posicaoOriginal
11.6,0.475,0.4,1.4,0.091,6,28,0.99704,3.07,0.65,10.0333333333333,6,1359.0
7.4,0.635,0.1,2.4,0.08,16,33,0.99736,3.58,0.69,10.8,7,902.0
12.5,0.28,0.54,2.3,0.082,12,29,0.9997,3.11,1.36,9.8,7,339.0
9.4,0.5,0.34,3.6,0.082,5,14,0.9987,3.29,0.52,10.7,6,798.0
7.3,0.585,0.18,2.4,0.078,15,60,0.99638,3.31,0.54,9.8,5,1502.0
7.8,0.6,0.26,2,0.08,31,131,0.99622,3.21,0.52,9.9,5,1561.0
9.5,0.735,0.1,2.1,0.079,6,31,0.9986,3.23,0.56,10.1,6,445.0
7.9,0.58,0.23,2.3,0.076,23,94,0.99686,3.21,0.58,9.5,6,1199.0
10,0.29,0.4,2.9,0.098,10,26,1.0006,3.48,0.91,9.7,5,465.0
6,0.5,0,1.4,0.057,15,26,0.99448,3.36,0.45,9.5,5,1337.0
6.6,0.5,0,1.8,0.062,21,28,0.99352,3.44,0.55,12.3,6,1121.0
6.8,0.36,0.32,1.8,0.067,4,8,0.9928,3.36,0.55,12.8,7,1005.0
8.7,0.78,0.51,1.7,0.415,12,66,0.99623,3,1.17,9.2,5,1372.0
12,0.63,0.5,1.4,0.071,6,26,0.99791,3.07,0.6,10.4,4,937.0
8.1,0.33,0.44,1.5,0.042,6,12,0.99542,3.35,0.61,10.7,5,1483.0
8.3,0.66,0.15,1.9,0.079,17,42,0.9972,3.31,0.54,9.6,6,387.0
7.2,0.62,0.06,2.5,0.078,17,84,0.99746,3.51,0.53,9.7,5,863.0
8.3,0.42,0.38,2.5,0.094,24,60,0.9979,3.31,0.7,10.8,6,379.0
7.2,1,0,3,0.102,7,16,0.99586,3.43,0.46,10,5,775.0
7.7,0.62,0.04,3.8,0.084,25,45,0.9978,3.34,0.53,9.5,5,55.0
6.4,0.39,0.33,3.3,0.046,12,53,0.99294,3.36,0.62,12.2,6,1044.0
10,0.59,0.31,2.2,0.09,26,62,0.9994,3.18,0.63,10.2,6,511.0
7.4,0.965,0,2.2,0.088,16,32,0.99756,3.58,0.67,10.2,5,1040.0
6.9,0.44,0,1.4,0.07,32,38,0.99438,3.32,0.58,11.4,6,1045.0
12.3,0.5,0.49,2.2,0.089,5,14,1.0002,3.19,0.44,9.6,5,580.0
7.3,0.67,0.26,1.8,0.401,16,51,0.9969,3.16,1.14,9.4,5,83.0
12,0.37,0.76,4.2,0.066,7,38,1.0004,3.22,0.6,13,7,395.0
8.9,0.875,0.13,3.45,0.088,4,14,0.9994,3.44,0.52,11.5,5,731.0
8.2,0.6,0.17,2.3,0.072,11,73,0.9963,3.2,0.45,9.3,5,247.0
7.8,0.43,0.7,1.9,0.464,22,67,0.9974,3.13,1.28,9.4,5,81.0
7.5,0.685,0.07,2.5,0.058,5,9,0.99632,3.38,0.55,10.9,4,830.0
8.9,0.28,0.45,1.7,0.067,7,12,0.99354,3.25,0.55,12.3,7,1010.0
9.9,0.35,0.41,2.3,0.083,11,61,0.9982,3.21,0.5,9.5,5,785.0
6.9,0.58,0.2,1.75,0.058,8,22,0.99322,3.38,0.49,11.7,5,1443.0
6,0.31,0.47,3.6,0.067,18,42,0.99549,3.39,0.66,11,6,1598.0
7.6,0.36,0.31,1.7,0.079,26,65,0.99716,3.46,0.62,9.5,6,1173.0
6.6,0.5,0.01,1.5,0.06,17,26,0.9952,3.4,0.58,9.8,6,133.0
9.3,0.43,0.44,1.9,0.085,9,22,0.99708,3.28,0.55,9.5,5,851.0
8,0.48,0.34,2.2,0.073,16,25,0.9936,3.28,0.66,12.4,6,1104.0
10.4,0.61,0.49,2.1,0.2,5,16,0.9994,3.16,0.63,8.4,3,517.0
9.1,0.22,0.24,2.1,0.078,1,28,0.999,3.41,0.87,10.3,6,530.0
6.4,0.57,0.12,2.3,0.12,25,36,0.99519,3.47,0.71,11.3,7,958.0
7,0.45,0.34,2.7,0.082,16,72,0.998,3.55,0.6,9.5,5,733.0
6.1,0.32,0.25,2.3,0.071,23,58,0.99633,3.42,0.97,10.6,5,1522.0
9.9,0.63,0.24,2.4,0.077,6,33,0.9974,3.09,0.57,9.4,5,536.0
9,0.4,0.41,2,0.058,15,40,0.99414,3.22,0.6,12.2,6,1242.0
8.5,0.46,0.59,1.4,0.414,16,45,0.99702,3.03,1.34,9.2,5,1051.0
12.6,0.41,0.54,2.8,0.103,19,41,0.99939,3.21,0.76,11.3,6,814.0
6.6,0.8,0.03,7.8,0.079,6,12,0.9963,3.52,0.5,12.2,5,1186.0
10.2,0.36,0.64,2.9,0.122,10,41,0.998,3.23,0.66,12.5,6,331.0
6.1,0.53,0.08,1.9,0.077,24,45,0.99528,3.6,0.68,10.3,6,1536.0
9.9,0.4,0.53,6.7,0.097,6,19,0.9986,3.27,0.82,11.7,7,413.0
7.8,0.57,0.09,2.3,0.065,34,45,0.99417,3.46,0.74,12.7,8,828.0
9.1,0.785,0,2.6,0.093,11,28,0.9994,3.36,0.86,9.4,6,349.0
8,0.725,0.24,2.8,0.083,10,62,0.99685,3.35,0.56,10,6,211.0
8.4,0.52,0.22,2.7,0.084,4,18,0.99682,3.26,0.57,9.9,6,804.0
6.6,0.64,0.31,6.1,0.083,7,49,0.99718,3.35,0.68,10.3,5,1388.0
9.5,0.885,0.27,2.3,0.084,31,145,0.9978,3.24,0.53,9.4,5,637.0
7.3,0.305,0.39,1.2,0.059,7,11,0.99331,3.29,0.52,11.5,6,914.0
6.7,0.16,0.64,2.1,0.059,24,52,0.99494,3.34,0.71,11.2,6,1566.0
11.6,0.53,0.66,3.65,0.121,6,14,0.9978,3.05,0.74,11.5,7,326.0
8.2,0.4,0.31,1.9,0.082,8,24,0.996,3.24,0.69,10.6,6,1218.0
7.2,0.58,0.03,2.3,0.077,7,28,0.99568,3.35,0.52,10,5,1354.0
9.9,0.5,0.24,2.3,0.103,6,14,0.9978,3.34,0.52,10,4,576.0
9.4,0.41,0.48,4.6,0.072,10,20,0.9973,3.34,0.79,12.2,7,606.0
7.7,0.6,0,2.6,0.055,7,13,0.99639,3.38,0.56,10.8,5,793.0
9,0.46,0.31,2.8,0.093,19,98,0.99815,3.32,0.63,9.5,6,312.0
5.9,0.29,0.25,13.4,0.067,72,160,0.99721,3.33,0.54,10.3,6,1244.0
7.6,0.54,0.13,2.5,0.097,24,66,0.99785,3.39,0.61,9.4,5,752.0
8,0.745,0.56,2,0.118,30,134,0.9968,3.24,0.66,9.4,5,130.0
7.1,0.46,0.14,2.8,0.076,15,37,0.99624,3.36,0.49,10.7,5,827.0
8.7,0.41,0.41,6.2,0.078,25,42,0.9953,3.24,0.77,12.6,7,1038.0
6.6,0.52,0.08,2.4,0.07,13,26,0.99358,3.4,0.72,12.5,7,1066.0
6.3,0.51,0.13,2.3,0.076,29,40,0.99574,3.42,0.75,11,6,1592.0
7.5,0.705,0.24,1.8,0.36,15,63,0.9964,3,1.59,9.5,5,169.0
10,0.49,0.2,11,0.071,13,50,1.0015,3.16,0.69,9.2,6,325.0
7.1,0.6,0,1.8,0.074,16,34,0.9972,3.47,0.7,9.9,6,254.0
7.4,0.35,0.33,2.4,0.068,9,26,0.9947,3.36,0.6,11.9,6,1580.0
10.4,0.44,0.42,1.5,0.145,34,48,0.99832,3.38,0.86,9.9,3,832.0
7.3,0.49,0.1,2.6,0.068,4,14,0.99562,3.3,0.47,10.5,5,810.0
7.8,0.815,0.01,2.6,0.074,48,90,0.99621,3.38,0.62,10.8,5,1231.0
7.2,0.415,0.36,2,0.081,13,45,0.9972,3.48,0.64,9.2,5,137.0
9.5,0.56,0.33,2.4,0.089,35,67,0.9972,3.28,0.73,11.8,7,420.0
7.1,0.72,0,1.8,0.123,6,14,0.99627,3.45,0.58,9.8,5,1252.0
7,0.22,0.3,1.8,0.065,16,20,0.99672,3.61,0.82,10,6,1143.0
5.1,0.42,0,1.8,0.044,18,88,0.99157,3.68,0.73,13.6,7,1228.0
9.5,0.59,0.44,2.3,0.071,21,68,0.9992,3.46,0.63,9.5,5,641.0
8.8,0.55,0.04,2.2,0.119,14,56,0.9962,3.21,0.6,10.9,6,118.0
9.8,0.3,0.39,1.7,0.062,3,9,0.9948,3.14,0.57,11.5,7,1279.0
9.3,0.33,0.45,1.5,0.057,19,37,0.99498,3.18,0.89,11.1,7,1070.0
9,0.53,0.49,1.9,0.171,6,25,0.9975,3.27,0.61,9.4,6,549.0
7.8,0.55,0.35,2.2,0.074,21,66,0.9974,3.25,0.56,9.2,5,431.0
8.1,0.545,0.18,1.9,0.08,13,35,0.9972,3.3,0.59,9,6,102.0
9.8,0.66,0.39,3.2,0.083,21,59,0.9989,3.37,0.71,11.5,7,320.0
7.5,0.27,0.34,2.3,0.05,4,8,0.9951,3.4,0.64,11,7,826.0
8.3,0.6,0.13,2.6,0.085,6,24,0.9984,3.31,0.59,9.2,6,605.0
7,0.975,0.04,2,0.087,12,67,0.99565,3.35,0.6,9.4,4,261.0
6.8,0.61,0.2,1.8,0.077,11,65,0.9971,3.54,0.58,9.3,5,183.0
6.5,0.34,0.27,2.8,0.067,8,44,0.99384,3.21,0.56,12,6,1168.0
10.3,0.5,0.42,2,0.069,21,51,0.9982,3.16,0.72,11.5,6,466.0
7.9,0.51,0.25,2.9,0.077,21,45,0.9974,3.49,0.96,12.1,6,623.0
6.7,0.46,0.24,1.7,0.077,18,34,0.9948,3.39,0.6,10.6,6,1325.0
7.3,0.65,0,1.2,0.065,15,21,0.9946,3.39,0.47,10,7,7.0
8.2,0.24,0.34,5.1,0.062,8,22,0.9974,3.22,0.94,10.9,6,1406.0
6.3,0.98,0.01,2,0.057,15,33,0.99488,3.6,0.46,11.2,6,756.0
7.3,0.45,0.36,5.9,0.074,12,87,0.9978,3.33,0.83,10.5,5,39.0
9.9,0.74,0.28,2.6,0.078,21,77,0.998,3.28,0.51,9.8,5,714.0
7.9,0.18,0.4,2.2,0.049,38,67,0.996,3.33,0.93,11.3,5,1429.0
10.3,0.53,0.48,2.5,0.063,6,25,0.9998,3.12,0.59,9.3,6,305.0
6,0.5,0.04,2.2,0.092,13,26,0.99647,3.46,0.47,10,5,839.0
10.7,0.4,0.48,2.1,0.125,15,49,0.998,3.03,0.81,9.7,6,512.0
10.2,0.49,0.63,2.9,0.072,10,26,0.9968,3.16,0.78,12.5,7,505.0
7.3,0.55,0.01,1.8,0.093,9,15,0.99514,3.35,0.58,11,7,1031.0
7,0.5,0.14,1.8,0.078,10,23,0.99636,3.53,0.61,10.4,5,1019.0
10,0.35,0.45,2.5,0.092,20,88,0.99918,3.15,0.43,9.4,5,994.0
7.2,0.66,0.03,2.3,0.078,16,86,0.99743,3.53,0.57,9.7,5,891.0
7.1,0.84,0.02,4.4,0.096,5,13,0.997,3.41,0.57,11,4,659.0
7.2,0.53,0.13,2,0.058,18,22,0.99573,3.21,0.68,9.9,6,1532.0
