fixed acidity,"volatile acidity","citric acid","residual sugar","chlorides","free sulfur dioxide","total sulfur dioxide","density","pH","sulphates","alcohol",classe,posicaoOriginal
11.2,0.67,0.55,2.3,0.084,6,13,1,3.17,0.71,9.5,6,507.0
7.8,0.56,0.12,2,0.082,7,28,0.997,3.37,0.5,9.4,6,117.0
8.6,0.37,0.65,6.4,0.08,3,8,0.99817,3.27,0.58,11,5,1078.0
7,0.51,0.09,2.1,0.062,4,9,0.99584,3.35,0.54,10.5,5,1022.0
8.7,0.78,0.51,1.7,0.415,12,66,0.99623,3,1.17,9.2,5,1370.0
7.9,0.43,0.21,1.6,0.106,10,37,0.9966,3.17,0.91,9.5,5,27.0
8.8,0.24,0.54,2.5,0.083,25,57,0.9983,3.39,0.54,9.2,5,610.0
7.1,0.43,0.42,5.5,0.07,29,129,0.9973,3.42,0.72,10.5,5,156.0
8.5,0.28,0.56,1.8,0.092,35,103,0.9969,3.3,0.75,10.5,7,16.0
12.2,0.45,0.49,1.4,0.075,3,6,0.9969,3.13,0.63,10.4,5,979.0
6.2,0.46,0.29,2.1,0.074,32,98,0.99578,3.33,0.62,9.8,5,1583.0
9.4,0.59,0.14,2,0.084,25,48,0.9981,3.14,0.56,9.7,5,665.0
7.8,0.58,0.02,2,0.073,9,18,0.9968,3.36,0.57,9.5,7,8.0
9.1,0.68,0.11,2.8,0.093,11,44,0.99888,3.31,0.55,9.5,6,764.0
7.5,0.58,0.56,3.1,0.153,5,14,0.99476,3.21,1.03,11.6,6,1371.0
7.1,0.34,0.28,2,0.082,31,68,0.99694,3.45,0.48,9.4,5,991.0
7.5,0.42,0.31,1.6,0.08,15,42,0.9978,3.31,0.64,9,5,661.0
8.7,0.765,0.22,2.3,0.064,9,42,0.9963,3.1,0.55,9.4,5,399.0
7.2,0.5,0.18,2.1,0.071,12,31,0.99761,3.52,0.72,9.6,6,748.0
6.9,0.84,0.21,4.1,0.074,16,65,0.99842,3.53,0.72,9.25,6,1515.0
10.5,0.51,0.64,2.4,0.107,6,15,0.9973,3.09,0.66,11.8,7,513.0
7,0.685,0,1.9,0.067,40,63,0.9979,3.6,0.81,9.9,5,345.0
11.6,0.475,0.4,1.4,0.091,6,28,0.99704,3.07,0.65,10.0333333333333,6,1362.0
7.2,0.54,0.27,2.6,0.084,12,78,0.9964,3.39,0.71,11,5,906.0
7.2,0.38,0.31,2,0.056,15,29,0.99472,3.23,0.76,11.3,8,1449.0
7.4,0.785,0.19,5.2,0.094,19,98,0.99713,3.16,0.52,9.6,6,1445.0
10.7,0.52,0.38,2.6,0.066,29,56,0.99577,3.15,0.79,12.1,7,887.0
8.9,0.29,0.35,1.9,0.067,25,57,0.997,3.18,1.36,10.3,6,639.0
8.7,0.625,0.16,2,0.101,13,49,0.9962,3.14,0.57,11,5,216.0
7.8,0.48,0.68,1.7,0.415,14,32,0.99656,3.09,1.06,9.1,6,754.0
7.6,1.58,0,2.1,0.137,5,9,0.99476,3.5,0.4,10.9,3,1299.0
6.9,0.765,0.18,2.4,0.243,5.5,48,0.99612,3.4,0.6,10.3,6,776.0
10.2,0.29,0.65,2.4,0.075,6,17,0.99565,3.22,0.63,11.8,6,1063.0
10.8,0.26,0.45,3.3,0.06,20,49,0.9972,3.13,0.54,9.6,5,679.0
6,0.58,0.2,2.4,0.075,15,50,0.99467,3.58,0.67,12.5,6,1573.0
6.4,0.57,0.02,1.8,0.067,4,11,0.997,3.46,0.68,9.5,5,727.0
7.6,0.41,0.24,1.8,0.08,4,11,0.9962,3.28,0.59,9.5,5,26.0
6,0.5,0,1.4,0.057,15,26,0.99448,3.36,0.45,9.5,5,1338.0
7.5,0.59,0.22,1.8,0.082,43,60,0.99499,3.1,0.42,9.2,5,1256.0
7.5,0.52,0.42,2.3,0.087,8,38,0.9972,3.58,0.61,10.5,6,177.0
10.1,0.65,0.37,5.1,0.11,11,65,1.0026,3.32,0.64,10.4,6,608.0
8,0.83,0.27,2,0.08,11,63,0.99652,3.29,0.48,9.8,4,1363.0
7.8,0.56,0.19,2,0.081,17,108,0.9962,3.32,0.54,9.5,5,139.0
6.1,0.715,0.1,2.6,0.053,13,27,0.99362,3.57,0.5,11.9,5,1582.0
7.6,0.31,0.34,2.5,0.082,26,35,0.99356,3.22,0.59,12.5,7,1036.0
11.8,0.33,0.49,3.4,0.093,54,80,1.0002,3.3,0.76,10.7,7,584.0
8.9,0.565,0.34,3,0.093,16,112,0.9998,3.38,0.61,9.5,5,711.0
8.7,0.63,0.28,2.7,0.096,17,69,0.99734,3.26,0.63,10.2,6,1283.0
8.1,0.87,0,2.2,0.084,10,31,0.99656,3.25,0.5,9.8,5,757.0
10.9,0.37,0.58,4,0.071,17,65,0.99935,3.22,0.78,10.1,5,272.0
7.8,0.53,0.33,2.4,0.08,24,144,0.99655,3.3,0.6,9.5,5,219.0
8,0.38,0.06,1.8,0.078,12,49,0.99625,3.37,0.52,9.9,6,231.0
7.9,0.57,0.31,2,0.079,10,79,0.99677,3.29,0.69,9.5,6,1216.0
8.1,0.725,0.22,2.2,0.072,11,41,0.9967,3.36,0.55,9.1,5,217.0
10.8,0.32,0.44,1.6,0.063,16,37,0.9985,3.22,0.78,10,6,250.0
9.6,0.38,0.42,1.9,0.071,5,13,0.99659,3.15,0.75,10.5,6,1213.0
8.4,0.31,0.29,3.1,0.194,14,26,0.99536,3.22,0.78,12,6,882.0
10,0.32,0.59,2.2,0.077,3,15,0.9994,3.2,0.78,9.6,5,1414.0
8.7,0.33,0.38,3.3,0.063,10,19,0.99468,3.3,0.73,12,7,929.0
7,0.58,0.12,1.9,0.091,34,124,0.9956,3.44,0.48,10.5,5,417.0
10.6,0.34,0.49,3.2,0.078,20,78,0.9992,3.19,0.7,10,6,574.0
8.3,0.65,0.1,2.9,0.089,17,40,0.99803,3.29,0.55,9.5,5,753.0
8.7,0.29,0.52,1.6,0.113,12,37,0.9969,3.25,0.58,9.5,5,47.0
7.5,0.65,0.18,7,0.088,27,94,0.99915,3.38,0.77,9.4,5,274.0
6.1,0.58,0.23,2.5,0.044,16,70,0.99352,3.46,0.65,12.5,6,1151.0
8.4,0.665,0.61,2,0.112,13,95,0.997,3.16,0.54,9.1,5,393.0
9.6,0.77,0.12,2.9,0.082,30,74,0.99865,3.3,0.64,10.4,6,317.0
7.7,0.965,0.1,2.1,0.112,11,22,0.9963,3.26,0.5,9.5,5,735.0
6.8,0.64,0.1,2.1,0.085,18,101,0.9956,3.34,0.52,10.2,5,166.0
6.9,0.52,0.25,2.6,0.081,10,37,0.99685,3.46,0.5,11,5,229.0
7.2,0.695,0.13,2,0.076,12,20,0.99546,3.29,0.54,10.1,5,1564.0
10.1,0.43,0.4,2.6,0.092,13,52,0.99834,3.22,0.64,10,7,942.0
7.1,0.43,0.17,1.8,0.082,27,51,0.99634,3.49,0.64,10.4,5,1047.0
6.8,0.56,0.03,1.7,0.084,18,35,0.9968,3.44,0.63,10,6,452.0
11.5,0.59,0.59,2.6,0.087,13,49,0.9988,3.18,0.65,11,6,397.0
8,0.81,0.25,3.4,0.076,34,85,0.99668,3.19,0.42,9.2,5,1385.0
15.5,0.645,0.49,4.2,0.095,10,23,1.00315,2.92,0.74,11.1,5,554.0
8.1,0.56,0.28,1.7,0.368,16,56,0.9968,3.11,1.28,9.3,5,17.0
9.1,0.795,0,2.6,0.096,11,26,0.9994,3.35,0.83,9.4,6,351.0
7.9,0.4,0.29,1.8,0.157,1,44,0.9973,3.3,0.92,9.5,6,773.0
8.2,1,0.09,2.3,0.065,7,37,0.99685,3.32,0.55,9,6,234.0
6.7,0.32,0.44,2.4,0.061,24,34,0.99484,3.29,0.8,11.6,7,1584.0
8.8,0.41,0.64,2.2,0.093,9,42,0.9986,3.54,0.66,10.5,5,75.0
6.9,0.84,0.21,4.1,0.074,16,65,0.99842,3.53,0.72,9.23333333333333,6,1514.0
12.8,0.615,0.66,5.8,0.083,7,42,1.0022,3.07,0.73,10,7,366.0
6.3,0.36,0.19,3.2,0.075,15,39,0.9956,3.56,0.52,12.7,6,609.0
7.1,0.46,0.14,2.8,0.076,15,37,0.99624,3.36,0.49,10.7,5,825.0
9.9,0.54,0.45,2.3,0.071,16,40,0.9991,3.39,0.62,9.4,5,642.0
7.9,0.35,0.21,1.9,0.073,46,102,0.9964,3.27,0.58,9.5,5,634.0
10.9,0.32,0.52,1.8,0.132,17,44,0.99734,3.28,0.77,11.5,6,1220.0
6.6,0.56,0.14,2.4,0.064,13,29,0.99397,3.42,0.62,11.7,7,1534.0
8.6,0.63,0.17,2.9,0.099,21,119,0.998,3.09,0.52,9.3,5,789.0
12.6,0.38,0.66,2.6,0.088,10,41,1.001,3.17,0.68,9.8,6,359.0
11.6,0.42,0.53,3.3,0.105,33,98,1.001,3.2,0.95,9.2,5,289.0
9.1,0.28,0.48,1.8,0.067,26,46,0.9967,3.32,1.04,10.6,6,372.0
9.1,0.4,0.5,1.8,0.071,7,16,0.99462,3.21,0.69,12.5,8,1061.0
8.8,0.955,0.05,1.8,0.075,5,19,0.99616,3.3,0.44,9.6,4,1189.0
8.3,0.54,0.28,1.9,0.077,11,40,0.9978,3.39,0.61,10,6,116.0
7.7,0.715,0.01,2.1,0.064,31,43,0.99371,3.41,0.57,11.8,6,870.0
7.6,0.36,0.31,1.7,0.079,26,65,0.99716,3.46,0.62,9.5,6,1174.0
9,0.82,0.05,2.4,0.081,26,96,0.99814,3.36,0.53,10,5,782.0
6.6,0.5,0.04,2.1,0.068,6,14,0.9955,3.39,0.64,9.4,6,52.0
6.8,0.51,0.01,2.1,0.074,9,25,0.9958,3.33,0.56,9.5,6,550.0
7.2,0.35,0.26,1.8,0.083,33,75,0.9968,3.4,0.58,9.5,6,1072.0
5.4,0.58,0.08,1.9,0.059,20,31,0.99484,3.5,0.64,10.2,6,1537.0
8.7,0.54,0.26,2.5,0.097,7,31,0.9976,3.27,0.6,9.3,6,630.0
8,0.64,0.22,2.4,0.094,5,33,0.99612,3.37,0.58,11,5,1391.0
7.3,0.98,0.05,2.1,0.061,20,49,0.99705,3.31,0.55,9.7,3,1469.0
7.7,0.54,0.26,1.9,0.089,23,147,0.99636,3.26,0.59,9.7,5,1496.0
6.4,0.795,0,2.2,0.065,28,52,0.99378,3.49,0.52,11.6,5,1027.0
7.9,0.69,0.21,2.1,0.08,33,141,0.9962,3.25,0.51,9.9,5,1400.0
7.9,0.2,0.35,1.7,0.054,7,15,0.99458,3.32,0.8,11.9,7,1459.0
6.8,0.815,0,1.2,0.267,16,29,0.99471,3.32,0.51,9.8,3,1374.0
8.8,0.6,0.29,2.2,0.098,5,15,0.9988,3.36,0.49,9.1,5,627.0
7.7,0.715,0.01,2.1,0.064,31,43,0.99371,3.41,0.57,11.8,6,877.0
7.3,0.35,0.24,2,0.067,28,48,0.99576,3.43,0.54,10,4,872.0
7.6,0.54,0.02,1.7,0.085,17,31,0.99589,3.37,0.51,10.4,6,1342.0
10.3,0.41,0.42,2.4,0.213,6,14,0.9994,3.19,0.62,9.5,6,307.0
7.7,0.43,0.25,2.6,0.073,29,63,0.99615,3.37,0.58,10.5,6,225.0
9.1,0.3,0.41,2,0.068,10,24,0.99523,3.27,0.85,11.7,7,1107.0
5.8,1.01,0.66,2,0.039,15,88,0.99357,3.66,0.6,11.5,6,861.0
11.2,0.28,0.56,1.9,0.075,17,60,0.998,3.16,0.58,9.8,6,3.0
6.7,0.42,0.27,8.6,0.068,24,148,0.9948,3.16,0.57,11.3,6,649.0
8.9,0.5,0.21,2.2,0.088,21,39,0.99692,3.33,0.83,11.1,6,1042.0
8.9,0.595,0.41,7.9,0.086,30,109,0.9998,3.27,0.57,9.3,5,595.0
8.2,0.35,0.33,2.4,0.076,11,47,0.99599,3.27,0.81,11,6,1180.0
10.6,0.36,0.57,2.3,0.087,6,20,0.99676,3.14,0.72,11.1,7,1160.0
10.4,0.52,0.45,2,0.08,6,13,0.99774,3.22,0.76,11.4,6,1137.0
