fixed acidity,"volatile acidity","citric acid","residual sugar","chlorides","free sulfur dioxide","total sulfur dioxide","density","pH","sulphates","alcohol",classe,posicaoOriginal
7.4,0.74,0.07,1.7,0.086,15,48,0.99502,3.12,0.48,10,5,1246.0
7.2,0.33,0.33,1.7,0.061,3,13,0.996,3.23,1.1,10,8,1403.0
6.8,0.6,0.18,1.9,0.079,18,86,0.9968,3.59,0.57,9.3,6,159.0
9.1,0.28,0.46,9,0.114,3,9,0.99901,3.18,0.6,10.9,6,911.0
7.7,0.63,0.08,1.9,0.076,15,27,0.9967,3.32,0.54,9.5,6,70.0
9.7,0.32,0.54,2.5,0.094,28,83,0.9984,3.28,0.82,9.6,5,74.0
7.6,0.78,0,1.7,0.076,33,45,0.99612,3.31,0.62,10.7,6,1046.0
7.6,0.665,0.1,1.5,0.066,27,55,0.99655,3.39,0.51,9.3,5,835.0
6.4,0.69,0,1.65,0.055,7,12,0.99162,3.47,0.53,12.9,6,999.0
9.7,0.53,0.6,2,0.039,5,19,0.99585,3.3,0.86,12.4,6,210.0
10.3,0.59,0.42,2.8,0.09,35,73,0.999,3.28,0.7,9.5,6,323.0
8.6,0.315,0.4,2.2,0.079,3,6,0.99512,3.27,0.67,11.9,6,915.0
7.1,0.47,0,2.2,0.067,7,14,0.99517,3.4,0.58,10.9,4,876.0
6.8,0.81,0.05,2,0.07,6,14,0.99562,3.51,0.66,10.8,6,1506.0
8,0.39,0.3,1.9,0.074,32,84,0.99717,3.39,0.61,9,5,1533.0
7.6,0.42,0.25,3.9,0.104,28,90,0.99784,3.15,0.57,9.1,5,1057.0
6.9,0.74,0.03,2.3,0.054,7,16,0.99508,3.45,0.63,11.5,6,1499.0
9.6,0.54,0.42,2.4,0.081,25,52,0.997,3.2,0.71,11.4,6,471.0
8.8,0.44,0.49,2.8,0.083,18,111,0.9982,3.3,0.6,9.5,5,577.0
8.4,0.67,0.19,2.2,0.093,11,75,0.99736,3.2,0.59,9.2,4,927.0
6.5,0.58,0,2.2,0.096,3,13,0.99557,3.62,0.62,11.5,4,1124.0
7.3,0.34,0.33,2.5,0.064,21,37,0.9952,3.35,0.77,12.1,7,1417.0
9.4,0.27,0.53,2.4,0.074,6,18,0.9962,3.2,1.13,12,7,377.0
8.4,0.56,0.08,2.1,0.105,16,44,0.9958,3.13,0.52,11,5,333.0
8.2,0.31,0.4,2.2,0.058,6,10,0.99536,3.31,0.68,11.2,7,952.0
7.1,0.22,0.49,1.8,0.039,8,18,0.99344,3.39,0.56,12.4,6,1490.0
7.5,0.4,0.12,3,0.092,29,53,0.9967,3.37,0.7,10.3,6,287.0
8.6,0.8,0.11,2.3,0.084,12,31,0.9979,3.4,0.48,9.9,5,677.0
7,0.805,0,2.5,0.068,7,20,0.9969,3.48,0.56,9.6,5,178.0
9,0.39,0.4,1.3,0.044,25,50,0.99478,3.2,0.83,10.9,6,1219.0
8.6,0.49,0.28,1.9,0.11,20,136,0.9972,2.93,1.95,9.9,6,86.0
11.1,0.31,0.49,2.7,0.094,16,47,0.9986,3.12,1.02,10.6,7,586.0
7.9,0.24,0.4,1.6,0.056,11,25,0.9967,3.32,0.87,8.7,6,371.0
6.8,0.36,0.32,1.8,0.067,4,8,0.9928,3.36,0.55,12.8,7,1003.0
10.6,0.31,0.49,2.2,0.063,18,40,0.9976,3.14,0.51,9.8,6,579.0
7.1,0.63,0.06,2,0.083,8,29,0.99855,3.67,0.73,9.6,5,297.0
11.9,0.39,0.69,2.8,0.095,17,35,0.9994,3.1,0.61,10.8,6,450.0
7,0.59,0,1.7,0.052,3,8,0.996,3.41,0.47,10.3,5,1438.0
9.3,0.36,0.39,1.5,0.08,41,55,0.99652,3.47,0.73,10.9,6,856.0
12.8,0.3,0.74,2.6,0.095,9,28,0.9994,3.2,0.77,10.8,7,206.0
8.7,0.42,0.45,2.4,0.072,32,59,0.99617,3.33,0.77,12,6,1083.0
12.3,0.5,0.49,2.2,0.089,5,14,1.0002,3.19,0.44,9.6,5,581.0
12.5,0.37,0.55,2.6,0.083,25,68,0.9995,3.15,0.82,10.4,6,472.0
7.1,0.43,0.42,5.5,0.07,29,129,0.9973,3.42,0.72,10.5,5,154.0
7.7,0.43,0.25,2.6,0.073,29,63,0.99615,3.37,0.58,10.5,6,228.0
7.1,0.59,0.02,2.3,0.082,24,94,0.99744,3.55,0.53,9.7,6,768.0
8,0.77,0.32,2.1,0.079,16,74,0.99656,3.27,0.5,9.8,6,1368.0
6.7,0.855,0.02,1.9,0.064,29,38,0.99472,3.3,0.56,10.75,6,1542.0
8.9,0.22,0.48,1.8,0.077,29,60,0.9968,3.39,0.53,9.4,6,20.0
7.6,0.43,0.29,2.1,0.075,19,66,0.99718,3.4,0.64,9.5,5,1229.0
5,1.02,0.04,1.4,0.045,41,85,0.9938,3.75,0.48,10.5,4,94.0
8.9,0.59,0.39,2.3,0.095,5,22,0.9986,3.37,0.58,10.3,5,456.0
11.9,0.38,0.49,2.7,0.098,12,42,1.0004,3.16,0.61,10.3,5,531.0
6,0.5,0,1.4,0.057,15,26,0.99448,3.36,0.45,9.5,5,1336.0
8.3,0.65,0.1,2.9,0.089,17,40,0.99803,3.29,0.55,9.5,5,750.0
9.6,0.5,0.36,2.8,0.116,26,55,0.99722,3.18,0.68,10.9,5,1009.0
7.5,0.63,0.12,5.1,0.111,50,110,0.9983,3.26,0.77,9.4,5,57.0
9.9,0.25,0.46,1.7,0.062,26,42,0.9959,3.18,0.83,10.6,6,844.0
10,0.26,0.54,1.9,0.083,42,74,0.99451,2.98,0.63,11.8,8,1090.0
6.7,0.64,0.23,2.1,0.08,11,119,0.99538,3.36,0.7,10.9,5,1188.0
7.8,0.82,0.29,4.3,0.083,21,64,0.99642,3.16,0.53,9.4,5,1501.0
6.8,0.91,0.06,2,0.06,4,11,0.99592,3.53,0.64,10.9,4,1484.0
7.5,0.5,0.36,6.1,0.071,17,102,0.9978,3.35,0.8,10.5,5,11.0
12.4,0.4,0.51,2,0.059,6,24,0.9994,3.04,0.6,9.3,6,596.0
8.6,0.53,0.22,2,0.1,7,27,0.9967,3.2,0.56,10.2,6,448.0
5.4,0.835,0.08,1.2,0.046,13,93,0.9924,3.57,0.85,13,7,198.0
12.4,0.42,0.49,4.6,0.073,19,43,0.9978,3.02,0.61,9.5,5,510.0
10.6,1.02,0.43,2.9,0.076,26,88,0.9984,3.08,0.57,10.1,6,700.0
6.3,0.39,0.08,1.7,0.066,3,20,0.9954,3.34,0.58,9.4,5,143.0
6.6,0.855,0.02,2.4,0.062,15,23,0.99627,3.54,0.6,11,6,1557.0
7,0.6,0.3,4.5,0.068,20,110,0.99914,3.3,1.17,10.2,5,1288.0
9.1,0.45,0.35,2.4,0.08,23,78,0.9987,3.38,0.62,9.5,5,411.0
11.7,0.49,0.49,2.2,0.083,5,15,1,3.19,0.43,9.2,5,582.0
10.4,0.38,0.46,2.1,0.104,6,10,0.99664,3.12,0.65,11.8,7,874.0
7.2,0.63,0,1.9,0.097,14,38,0.99675,3.37,0.58,9,6,235.0
6.5,0.46,0.14,2.4,0.114,9,37,0.99732,3.66,0.65,9.8,5,783.0
12.3,0.27,0.49,3.1,0.079,28,46,0.9993,3.2,0.8,10.2,6,575.0
8.8,0.64,0.17,2.9,0.084,25,130,0.99818,3.23,0.54,9.6,5,791.0
8.8,0.59,0.18,2.9,0.089,12,74,0.99738,3.14,0.54,9.4,5,766.0
6.9,0.635,0.17,2.4,0.241,6,18,0.9961,3.4,0.59,10.3,6,777.0
6.6,0.44,0.09,2.2,0.063,9,18,0.99444,3.42,0.69,11.3,6,1530.0
7.2,0.34,0.21,2.5,0.075,41,68,0.99586,3.37,0.54,10.1,6,1028.0
8.6,0.725,0.24,6.6,0.117,31,134,1.0014,3.32,1.07,9.3,5,415.0
10.2,0.24,0.49,2.4,0.075,10,28,0.9978,3.14,0.61,10.4,5,572.0
6.2,0.39,0.43,2,0.071,14,24,0.99428,3.45,0.87,11.2,7,1209.0
8.2,0.57,0.26,2.2,0.06,28,65,0.9959,3.3,0.43,10.1,5,213.0
8.2,0.26,0.34,2.5,0.073,16,47,0.99594,3.4,0.78,11.3,7,857.0
7.4,0.58,0,2,0.064,7,11,0.99562,3.45,0.58,11.3,6,985.0
5,0.42,0.24,2,0.06,19,50,0.9917,3.72,0.74,14,8,588.0
11.1,0.31,0.53,2.2,0.06,3,10,0.99572,3.02,0.83,10.9,7,1067.0
6.6,0.88,0.04,2.2,0.066,12,20,0.99636,3.53,0.56,9.9,5,1556.0
7,0.43,0.3,2,0.085,6,39,0.99346,3.33,0.46,11.9,6,1185.0
9,0.58,0.25,2,0.104,8,21,0.99769,3.27,0.72,9.6,5,1227.0
8,0.18,0.37,0.9,0.049,36,109,0.99007,2.89,0.44,12.7,6,1018.0
7.4,0.64,0.17,5.4,0.168,52,98,0.99736,3.28,0.5,9.5,5,1358.0
7.7,0.67,0.23,2.1,0.088,17,96,0.9962,3.32,0.48,9.5,5,71.0
8.4,0.6,0.1,2.2,0.085,14,111,0.9964,3.15,0.66,9.8,5,112.0
10.4,0.28,0.54,2.7,0.105,5,19,0.9988,3.25,0.63,9.5,5,631.0
8.8,0.31,0.4,2.8,0.109,7,16,0.99614,3.31,0.79,11.8,7,875.0
9.3,0.5,0.36,1.8,0.084,6,17,0.99704,3.27,0.77,10.8,6,1049.0
12,0.45,0.55,2,0.073,25,49,0.9997,3.1,0.76,10.3,6,286.0
8.4,0.65,0.6,2.1,0.112,12,90,0.9973,3.2,0.52,9.2,5,304.0
7.7,0.18,0.34,2.7,0.066,15,58,0.9947,3.37,0.78,11.8,6,1230.0
8.2,0.915,0.27,2.1,0.088,7,23,0.9962,3.26,0.47,10,4,600.0
9.5,0.57,0.27,2.3,0.082,23,144,0.99782,3.27,0.55,9.4,5,772.0
7.8,0.62,0.05,2.3,0.079,6,18,0.99735,3.29,0.63,9.3,5,322.0
9.1,0.775,0.22,2.2,0.079,12,48,0.9976,3.18,0.51,9.6,5,1333.0
8.2,0.44,0.24,2.3,0.063,10,28,0.99613,3.25,0.53,10.2,6,1345.0
7,0.56,0.17,1.7,0.065,15,24,0.99514,3.44,0.68,10.55,7,1555.0
8.9,0.31,0.36,2.6,0.056,10,39,0.99562,3.4,0.69,11.8,5,900.0
6,0.49,0,2.3,0.068,15,33,0.99292,3.58,0.59,12.5,6,1390.0
13.8,0.49,0.67,3,0.093,6,15,0.9986,3.02,0.93,12,6,347.0
9,0.43,0.34,2.5,0.08,26,86,0.9987,3.38,0.62,9.5,6,410.0
9.4,0.24,0.33,2.3,0.061,52,73,0.99786,3.47,0.9,10.2,6,926.0
7.6,0.46,0.11,2.6,0.079,12,49,0.9968,3.21,0.57,10,5,717.0
8.8,0.55,0.04,2.2,0.119,14,56,0.9962,3.21,0.6,10.9,6,121.0
7.8,0.32,0.44,2.7,0.104,8,17,0.99732,3.33,0.78,11,7,1451.0
8,0.43,0.36,2.3,0.075,10,48,0.9976,3.34,0.46,9.4,5,713.0
9.3,0.27,0.41,2,0.091,6,16,0.998,3.28,0.7,9.7,5,476.0
8.6,0.685,0.1,1.6,0.092,3,12,0.99745,3.31,0.65,9.55,6,1395.0
8,0.58,0.16,2,0.12,3,7,0.99454,3.22,0.58,11.2,6,1014.0
12.5,0.38,0.6,2.6,0.081,31,72,0.9996,3.1,0.73,10.5,5,446.0
6.9,0.605,0.12,10.7,0.073,40,83,0.9993,3.45,0.52,9.4,6,33.0
