fixed acidity,"volatile acidity","citric acid","residual sugar","chlorides","free sulfur dioxide","total sulfur dioxide","density","pH","sulphates","alcohol",classe,posicaoOriginal
11.2,0.5,0.74,5.15,0.1,5,17,0.9996,3.22,0.62,11.2,5,539.0
9.2,0.53,0.24,2.6,0.078,28,139,0.99788,3.21,0.57,9.5,5,741.0
8.3,0.31,0.39,2.4,0.078,17,43,0.99444,3.31,0.77,12.5,7,898.0
6.9,0.63,0.02,1.9,0.078,18,30,0.99712,3.4,0.75,9.8,5,1442.0
7.5,0.63,0.27,2,0.083,17,91,0.99616,3.26,0.58,9.8,6,1315.0
7.8,0.645,0,5.5,0.086,5,18,0.9986,3.4,0.55,9.6,6,35.0
8.7,0.52,0.09,2.5,0.091,20,49,0.9976,3.34,0.86,10.6,7,288.0
7.3,1.07,0.09,1.7,0.178,10,89,0.9962,3.3,0.57,9,5,120.0
9.2,0.41,0.5,2.5,0.055,12,25,0.9952,3.34,0.79,13.3,7,491.0
8.1,0.38,0.48,1.8,0.157,5,17,0.9976,3.3,1.05,9.4,5,689.0
6.4,0.38,0.14,2.2,0.038,15,25,0.99514,3.44,0.65,11.1,6,1571.0
8.2,0.51,0.24,2,0.079,16,86,0.99764,3.34,0.64,9.5,6,1139.0
12.5,0.6,0.49,4.3,0.1,5,14,1.001,3.25,0.74,11.9,6,516.0
8.8,0.27,0.46,2.1,0.095,20,29,0.99488,3.26,0.56,11.3,6,1215.0
8.4,1.035,0.15,6,0.073,11,54,0.999,3.37,0.49,9.9,5,705.0
9.5,0.39,0.41,8.9,0.069,18,39,0.99859,3.29,0.81,10.9,7,1043.0
6.5,0.46,0.14,2.4,0.114,9,37,0.99732,3.66,0.65,9.8,5,781.0
8.3,0.675,0.26,2.1,0.084,11,43,0.9976,3.31,0.53,9.2,4,73.0
8.3,0.26,0.42,2,0.08,11,27,0.9974,3.21,0.8,9.4,6,382.0
7.8,0.5,0.12,1.8,0.178,6,21,0.996,3.28,0.87,9.8,6,1146.0
8.9,0.745,0.18,2.5,0.077,15,48,0.99739,3.2,0.47,9.7,6,1034.0
5.2,0.48,0.04,1.6,0.054,19,106,0.9927,3.54,0.62,12.2,7,230.0
9.9,0.35,0.38,1.5,0.058,31,47,0.99676,3.26,0.82,10.6,7,1001.0
7.9,0.49,0.32,1.9,0.082,17,144,0.9968,3.2,0.55,9.5,5,189.0
5.4,0.74,0.09,1.7,0.089,16,26,0.99402,3.67,0.56,11.6,6,1591.0
8.3,0.58,0.13,2.9,0.096,14,63,0.9984,3.17,0.62,9.1,6,604.0
7.9,0.31,0.32,1.9,0.066,14,36,0.99364,3.41,0.56,12.6,6,1026.0
8.3,0.615,0.22,2.6,0.087,6,19,0.9982,3.26,0.61,9.3,5,461.0
7.9,0.66,0,1.4,0.096,6,13,0.99569,3.43,0.58,9.5,5,1253.0
8.4,0.62,0.09,2.2,0.084,11,108,0.9964,3.15,0.66,9.8,5,111.0
6.2,0.57,0.1,2.1,0.048,4,11,0.99448,3.44,0.76,10.8,6,1489.0
10.4,0.575,0.61,2.6,0.076,11,24,1,3.16,0.69,9,5,367.0
9.5,0.59,0.44,2.3,0.071,21,68,0.9992,3.46,0.63,9.5,5,643.0
5.9,0.61,0.08,2.1,0.071,16,24,0.99376,3.56,0.77,11.1,6,831.0
6.5,0.885,0,2.3,0.166,6,12,0.99551,3.56,0.51,10.8,5,1191.0
8.4,0.635,0.36,2,0.089,15,55,0.99745,3.31,0.57,10.4,4,224.0
7.1,0.52,0.03,2.6,0.076,21,92,0.99745,3.5,0.6,9.8,5,779.0
8.8,0.4,0.4,2.2,0.079,19,52,0.998,3.44,0.64,9.2,5,60.0
7.3,0.33,0.47,2.1,0.077,5,11,0.9958,3.33,0.53,10.3,6,150.0
13.3,0.43,0.58,1.9,0.07,15,40,1.0004,3.06,0.49,9,5,680.0
7.3,0.51,0.18,2.1,0.07,12,28,0.99768,3.52,0.73,9.5,6,749.0
8.6,0.22,0.36,1.9,0.064,53,77,0.99604,3.47,0.87,11,7,925.0
6.4,0.36,0.21,2.2,0.047,26,48,0.99661,3.47,0.77,9.7,6,1510.0
10,0.69,0.11,1.4,0.084,8,24,0.99578,2.88,0.47,9.7,5,1470.0
5.6,0.915,0,2.1,0.041,17,78,0.99346,3.68,0.73,11.4,5,1178.0
7.4,0.55,0.19,1.8,0.082,15,34,0.99655,3.49,0.68,10.5,5,1245.0
7.1,0.53,0.07,1.7,0.071,15,24,0.9951,3.29,0.66,10.8,6,1527.0
10.2,0.41,0.43,2.2,0.11,11,37,0.99728,3.16,0.67,10.8,5,1159.0
7.2,0.41,0.3,2.1,0.083,35,72,0.997,3.44,0.52,9.4,5,975.0
7.8,0.6,0.26,2,0.08,31,131,0.99622,3.21,0.52,9.9,5,1560.0
8.7,0.48,0.3,2.8,0.066,10,28,0.9964,3.33,0.67,11.2,7,648.0
6.4,0.865,0.03,3.2,0.071,27,58,0.995,3.61,0.49,12.7,6,729.0
7.1,0.67,0,2.3,0.083,18,27,0.99768,3.44,0.54,9.4,5,1551.0
8.2,0.885,0.2,1.4,0.086,7,31,0.9946,3.11,0.46,10,5,1376.0
8.3,0.715,0.15,1.8,0.089,10,52,0.9968,3.23,0.77,9.5,5,136.0
8.6,0.635,0.68,1.8,0.403,19,56,0.99632,3.02,1.15,9.3,5,1260.0
6.7,0.675,0.07,2.4,0.089,17,82,0.9958,3.35,0.54,10.1,5,30.0
7.5,0.38,0.57,2.3,0.106,5,12,0.99605,3.36,0.55,11.4,6,1507.0
8,0.31,0.45,2.1,0.216,5,16,0.99358,3.15,0.81,12.5,7,1098.0
9.9,0.44,0.46,2.2,0.091,10,41,0.99638,3.18,0.69,11.9,6,1317.0
7.6,0.3,0.42,2,0.052,6,24,0.9963,3.44,0.82,11.9,6,1402.0
11.8,0.38,0.55,2.1,0.071,5,19,0.9986,3.11,0.62,10.8,6,699.0
12.6,0.31,0.72,2.2,0.072,6,29,0.9987,2.88,0.82,9.8,8,440.0
8.4,0.34,0.42,2.1,0.072,23,36,0.99392,3.11,0.78,12.4,6,1100.0
7.7,0.57,0.21,1.5,0.069,4,9,0.99458,3.16,0.54,9.8,6,1197.0
6.7,0.54,0.13,2,0.076,15,36,0.9973,3.61,0.64,9.8,5,822.0
7.4,0.61,0.01,2,0.074,13,38,0.99748,3.48,0.65,9.8,5,931.0
7.2,0.52,0.07,1.4,0.074,5,20,0.9973,3.32,0.81,9.6,6,660.0
7.7,0.96,0.2,2,0.047,15,60,0.9955,3.36,0.44,10.9,5,424.0
